Gender,Age,Debt,Married,BankCustomer,Industry,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,Income,Approved
0,2.8231630082027146,0.4605844073292439,1,1,0,2,0.9162907318741551,1,1,1.0986122886681098,0,0,0.0,1
0,3.871201010907891,2.6390573296152584,1,1,5,0,1.8188881366163077,1,1,2.302585092994046,1,0,0.0,1
1,4.05317528518403,2.970414465569701,1,1,2,0,2.772588722239781,1,1,2.8903717578961645,1,0,0.0,1
1,4.0676582969595945,2.2512917986064953,1,1,3,2,2.0794415416798357,1,1,1.3862943611198906,0,0,0.0,1
1,3.7630588522881876,0.712949807856125,1,1,11,3,1.791759469228055,1,1,1.9459101490553132,1,0,9.210440366976515,1
1,3.4094961844768505,2.759376828267551,1,1,1,3,1.7984040119467235,1,1,1.791759469228055,1,0,0.0,1
1,3.7612001156935624,2.378619779270043,1,1,12,2,2.1927702269868394,1,1,2.1972245773362196,0,0,0.0,1
1,3.9219733362813143,2.150016494349439,1,1,5,0,2.150016494349439,1,1,2.772588722239781,1,0,8.517393171418904,1
0,3.630985475695034,1.8123787564307907,1,1,3,3,1.791759469228055,1,0,0.0,1,0,8.294299608857235,1
0,3.160398895109225,2.463853240590168,1,1,9,3,0.34712953109520095,1,1,1.791759469228055,1,0,6.329720905522696,1
1,3.3614165116503107,0.9162907318741551,1,1,11,3,1.0986122886681098,1,1,2.4849066497880004,1,0,3.58351893845611,1
1,3.34109345759245,0.9497255079603925,1,1,1,2,1.0420419371797154,1,1,2.5649493574615367,1,0,6.570882962339584,1
0,3.1780538303479458,2.545531271604435,1,1,12,2,0.4054651081081644,1,1,1.0986122886681098,1,0,6.313548046277095,1
1,3.3586377672433594,0.4605844073292439,0,0,1,3,0.22314355131420976,1,1,1.0986122886681098,0,0,6.2166061010848646,1
1,4.017823424314357,2.3432470747129353,1,1,4,1,2.7353410613381137,1,1,2.4849066497880004,1,0,5.707110264748875,1
1,3.560193446485891,2.3194422100604686,1,1,0,3,1.7047480922384253,1,1,2.5649493574615367,1,0,5.402677381872279,1
1,3.3985271531062766,2.772588722239781,1,1,0,2,1.8460898137731026,1,1,2.4849066497880004,0,0,7.7336835707759,1
1,3.4232849781261603,0.8816992871045359,1,1,11,2,0.5596157879354227,1,1,0.6931471805599453,0,0,4.61512051684126,1
1,3.7032753343976683,2.7023674179667116,1,1,11,3,2.264363880173848,1,1,1.9459101490553132,1,0,0.0,1
1,4.050392674692918,3.367295829986474,0,0,0,3,3.3843902633457743,1,1,3.713572066704308,0,0,2.772588722239781,1
1,4.013315256910019,2.0476928433652555,1,1,0,2,1.2878542883066382,1,1,2.4849066497880004,1,0,5.652489180268651,1
0,3.7376696182833684,1.1118575154181303,0,0,9,2,0.11778303565638346,1,1,3.1780538303479458,1,0,7.1204443723924875,1
1,3.494080375808869,1.6974487897568138,1,1,1,2,1.951608170169951,1,1,1.3862943611198906,0,0,5.707110264748875,1
1,3.7495040759303713,0.9321640810304452,1,1,5,0,1.5040773967762742,0,0,0.0,0,0,0.0,1
1,3.2156706939192525,0.5098251234324072,1,1,0,3,0.1527210870176639,0,0,0.0,0,0,0.0,1
0,3.2865344733420154,0.4054651081081644,1,1,0,2,0.6286086594223741,1,0,0.0,1,0,0.0,1
1,3.295836866004329,0.6931471805599453,1,1,9,3,1.0116009116784799,1,0,0.0,1,0,0.0,1
1,3.6485781573404106,1.1118575154181303,1,1,11,3,0.03922071315328133,1,0,0.0,1,0,8.665785595466065,1
1,3.581294243433999,1.252762968495368,1,1,11,3,0.0,1,0,0.0,1,0,5.303304908059076,1
1,3.5624655292582776,1.3862943611198906,1,1,1,2,2.130015827642769,1,0,0.0,1,0,0.0,1
1,3.191710156795431,2.5356789751614235,0,0,11,3,0.6070444815065336,1,0,0.0,1,0,5.707110264748875,1
1,3.185112194715392,0.0,1,1,1,3,0.08157998699242285,1,0,0.0,0,0,0.0,1
1,3.8139690649527576,0.4054651081081644,1,1,5,2,1.791759469228055,1,0,0.0,1,0,0.0,1
1,3.5882300459640066,1.7047480922384253,1,1,12,2,1.9095425048844386,0,0,0.0,1,2,0.0,1
1,3.7898553714539385,1.3862943611198906,1,1,9,2,1.9459101490553132,1,1,2.4849066497880004,0,0,0.0,1
1,4.056123349401903,2.583997552432231,1,1,8,3,0.8109302162163288,1,1,1.6094379124341003,1,0,0.0,1
1,3.486457225612979,2.8428724269096555,1,1,2,3,1.3862943611198906,1,1,2.302585092994046,0,0,6.594413459749778,1
0,3.1954024686825586,0.5822156198526637,0,0,9,3,0.9162907318741551,1,1,1.0986122886681098,1,0,5.993961427306569,1
0,3.064325065019603,0.6070444815065336,1,1,9,3,0.9497255079603925,1,1,0.6931471805599453,0,0,0.0,1
1,3.3203487937988347,1.6582280766035324,1,1,1,3,1.665818245870208,1,1,0.6931471805599453,1,0,0.0,1
1,3.560193446485891,0.9321640810304452,1,1,1,3,0.9321640810304452,1,1,0.6931471805599453,1,0,10.819798284210286,1
0,3.6109179126442243,0.6931471805599453,1,1,0,3,1.0986122886681098,1,1,2.4849066497880004,0,0,6.124683390894205,1
1,3.2771447329921766,0.3184537311185346,1,1,8,3,0.22314355131420976,1,1,1.3862943611198906,0,0,9.62304587173984,1
1,3.01651481273652,2.0149030205422647,1,1,11,2,0.9001613499442714,1,1,2.0794415416798357,0,0,7.991253929840198,1
1,3.5882300459640066,3.262892710284975,1,1,12,2,0.965080896043587,1,1,0.6931471805599453,1,0,6.2166061010848646,1
1,3.506457892319648,2.1400661634962708,1,1,3,0,0.9497255079603925,1,0,0.0,1,2,0.0,0
1,3.5787855313168624,1.6094379124341003,1,1,2,0,2.6026896854443837,1,0,0.0,1,0,0.0,0
0,3.6783239401744194,1.791759469228055,1,1,1,3,2.6741486494265287,1,0,0.0,1,0,0.0,0
1,3.812202670145935,0.4054651081081644,1,1,8,3,2.463853240590168,1,0,0.0,0,2,0.0,0
1,3.8249388985210326,2.0794415416798357,0,0,0,3,0.965080896043587,0,0,0.0,0,0,1.0986122886681098,0
1,3.075928815548268,1.8389610707123492,1,1,9,3,0.3184537311185346,1,1,0.6931471805599453,0,0,0.0,0
1,3.557631167503982,2.0149030205422647,1,1,1,3,0.11778303565638346,1,0,0.0,1,0,0.0,0
0,3.0041963519661206,0.4605844073292439,0,0,1,3,0.4605844073292439,1,0,0.0,1,0,0.0,0
1,3.1210424645194377,0.7724203614544531,0,0,7,3,1.252762968495368,1,1,0.6931471805599453,0,0,3.044522437723423,0
1,3.1135153092103742,2.3749057545736716,1,1,0,3,0.22314355131420976,1,0,0.0,0,0,0.0,0
1,3.923556241241819,2.995732273553991,1,1,4,1,0.0,1,1,0.6931471805599453,0,0,0.0,0
0,3.3558512798952784,0.9162907318741551,1,1,8,3,1.0986122886681098,1,0,0.0,0,2,0.0,0
1,3.709417105331484,0.4054651081081644,1,1,8,3,0.22314355131420976,1,0,0.0,0,2,0.0,0
0,3.5170525773686716,1.5040773967762742,1,1,2,3,1.3862943611198906,1,0,0.0,1,0,0.0,0
1,3.34109345759245,0.4855078157817008,1,1,1,3,0.37500590062345585,1,0,0.0,1,0,0.0,0
1,3.642049866757138,1.6094379124341003,1,1,0,0,1.791759469228055,1,0,0.0,1,2,0.0,0
1,3.4237353667258876,0.3184537311185346,1,1,2,3,0.6286086594223741,1,0,0.0,1,2,0.0,0
1,3.283539338193923,1.1662709371419244,0,0,1,3,1.6094379124341003,1,0,0.0,0,0,0.0,0
1,3.5553480614894135,1.7047480922384253,1,1,1,3,0.6931471805599453,1,0,0.0,1,0,0.0,0
0,3.912023005428146,0.9162907318741551,1,1,6,1,0.0,1,0,0.0,1,0,3.332204510175204,0
1,4.151039905898646,2.6210388241125804,0,0,0,2,1.791759469228055,1,0,0.0,0,0,0.0,0
1,3.4787755163075302,2.803360380906535,1,1,0,3,0.4054651081081644,1,0,0.0,0,0,0.0,0
1,3.724554515972127,1.791759469228055,0,0,1,3,2.2512917986064953,1,0,0.0,0,0,0.0,0
1,3.976499024612511,0.8649974374866045,0,0,0,2,2.347558458636777,1,0,0.0,1,0,4.61512051684126,0
1,3.392829131991639,0.9162907318741551,0,0,0,3,0.9162907318741551,1,0,0.0,1,0,5.420534999272286,0
0,3.387098457282654,1.5129270120532567,1,1,5,0,0.4054651081081644,1,0,0.0,1,0,0.0,0
1,3.1780538303479458,0.4855078157817008,0,0,1,3,0.11778303565638346,1,0,0.0,0,0,0.6931471805599453,0
1,3.4218925419168116,0.4054651081081644,1,1,0,0,0.6070444815065336,1,0,0.0,1,2,0.0,0
0,3.1570004211501135,2.4849066497880004,0,0,9,3,1.3862943611198906,1,0,0.0,1,0,0.0,0
0,3.3843902633457743,0.6931471805599453,1,1,9,3,0.6931471805599453,1,1,1.0986122886681098,1,0,6.2166061010848646,0
1,3.6506582412937387,1.0116009116784799,0,0,0,0,0.22314355131420976,1,0,0.0,1,0,5.993961427306569,0
1,3.590439381300684,2.8622008809294686,0,0,0,3,1.6094379124341003,1,0,0.0,0,0,0.0,0
1,2.9790946324009675,1.791759469228055,1,1,9,3,0.3184537311185346,1,1,1.0986122886681098,0,0,3.6635616461296463,0
1,3.258096538021482,2.5649493574615367,1,1,7,3,1.1786549963416462,1,1,1.0986122886681098,1,0,1.791759469228055,0
1,3.3614165116503107,1.6094379124341003,0,0,5,2,1.9095425048844386,1,1,1.0986122886681098,1,0,0.0,0
1,4.022311359322269,2.803360380906535,1,1,3,1,0.0,1,1,3.044522437723423,0,0,4.875197323201151,0
1,3.392829131991639,0.7724203614544531,1,1,7,3,0.4054651081081644,1,0,0.0,0,2,0.0,0
0,3.258096538021482,2.4849066497880004,0,0,1,3,1.7047480922384253,1,0,0.0,0,0,0.0,0
1,3.7357630400127864,1.1786549963416462,0,0,12,2,2.3978952727983707,1,0,0.0,1,0,0.0,0
0,3.0325462466767075,0.5596157879354227,1,1,0,3,0.5850050219402422,1,1,1.791759469228055,1,0,1.791759469228055,0
1,3.40684805317097,1.5040773967762742,1,1,11,3,1.5040773967762742,1,1,1.3862943611198906,1,0,0.0,0
0,3.2386784521643803,0.712949807856125,0,0,4,1,0.4054651081081644,1,1,1.3862943611198906,0,0,4.997212273764115,0
1,3.2418107961506966,2.6026896854443837,1,1,11,3,0.6286086594223741,1,0,0.0,1,0,0.0,0
0,3.548179572010801,0.5596157879354227,1,1,7,0,0.6931471805599453,1,1,1.3862943611198906,1,0,0.0,0
1,3.075928815548268,0.8109302162163288,0,0,0,2,0.8649974374866045,1,1,1.3862943611198906,1,0,5.351858133476067,0
0,3.2741212990941793,0.7537718023763802,1,1,9,3,0.8285518175661484,1,1,1.0986122886681098,0,0,0.0,0
1,3.657130755799356,2.0794415416798357,1,1,9,2,2.5257286443082556,1,1,2.0794415416798357,1,0,1.791759469228055,0
1,3.979681653901961,2.0149030205422647,1,1,7,3,1.9865035460205667,1,1,2.772588722239781,0,0,9.323936878558724,1
1,4.0746519288763645,2.0844290831908747,1,1,8,3,2.70805020110221,1,1,1.9459101490553132,1,0,7.195187320178708,1
0,3.079613757534693,2.4278952839594927,1,1,1,2,0.28893129185221283,1,1,0.6931471805599453,1,0,3.9318256327243257,1
1,3.7116189410834255,1.9754689512968577,1,1,9,3,0.03922071315328133,1,1,0.6931471805599453,0,0,5.707110264748875,1
1,3.283539338193923,2.6026896854443837,1,1,1,3,0.7929925155296614,1,1,4.219507705176107,1,0,5.556828061699537,1
0,3.248434627109745,2.6026896854443837,1,1,1,3,0.9162907318741551,1,1,2.5649493574615367,1,0,6.342121418721152,1
0,3.8104331496665127,2.036664512323777,1,1,9,3,2.12525107771113,1,1,1.3862943611198906,1,0,0.0,1
0,3.1986731175506815,2.302585092994046,1,1,9,3,2.2512917986064953,1,1,1.791759469228055,1,0,0.0,1
1,3.581294243433999,1.791759469228055,1,1,12,2,2.1400661634962708,1,1,1.9459101490553132,1,0,6.90875477931522,1
1,3.885062823845363,1.252762968495368,1,1,8,0,1.252762968495368,1,1,2.5649493574615367,1,0,7.828436359157585,1
1,3.1675825304806504,2.4849066497880004,1,1,9,3,1.252762968495368,1,1,2.0794415416798357,1,0,6.697034247666484,1
1,3.5672766323546874,1.6582280766035324,1,1,5,0,1.4469189829363254,1,1,1.0986122886681098,0,0,6.415096959171596,1
0,3.3816747151732915,1.5040773967762742,1,1,11,3,0.6070444815065336,1,0,0.0,0,2,0.0,1
1,4.230476736546681,1.8718021769015913,1,1,3,1,2.6390573296152584,1,1,0.6931471805599453,1,0,0.0,1
1,3.064325065019603,1.0420419371797154,1,1,0,3,1.1786549963416462,1,1,0.6931471805599453,0,0,5.017279836814924,1
0,3.8799129515099127,2.1972245773362196,1,1,3,0,2.0149030205422647,1,1,1.9459101490553132,0,0,10.841559345471941,1
1,3.6176519448255684,1.791759469228055,1,1,0,0,1.252762968495368,1,1,1.9459101490553132,0,0,5.908082938168931,1
1,3.516607233172983,1.8718021769015913,1,1,9,2,1.8718021769015913,1,1,2.5649493574615367,1,0,6.90875477931522,1
1,3.9035875266070446,2.0149030205422647,1,1,9,2,1.9459101490553132,1,0,0.0,1,0,0.0,1
1,3.7116189410834255,0.43178241642553783,0,0,1,3,0.4054651081081644,1,1,1.3862943611198906,0,0,6.90875477931522,1
1,3.5432754802551445,1.3217558399823195,1,1,8,3,1.6582280766035324,1,1,1.9459101490553132,0,0,0.0,1
0,2.9871959425317045,2.3513752571634776,1,1,11,3,0.965080896043587,1,1,1.9459101490553132,1,0,6.398594934535208,1
0,3.329343277894172,2.6741486494265287,1,1,9,2,1.791759469228055,1,1,1.0986122886681098,0,0,8.517393171418904,1
0,3.4735180432417816,1.55814461804655,1,1,1,2,0.4855078157817008,1,1,2.302585092994046,1,0,0.0,1
0,4.051784947803305,2.833213344056216,1,1,6,1,0.0,1,1,2.772588722239781,0,0,5.5134287461649825,1
1,3.784189633918261,0.2546422183735808,0,0,1,2,1.0116009116784799,1,1,2.1972245773362196,0,0,5.929589143389895,1
1,3.1497400860333387,2.4849066497880004,1,1,11,3,1.0986122886681098,1,1,0.6931471805599453,0,0,5.631211781821365,1
1,3.34109345759245,0.9802040576178078,1,1,1,2,1.8058267264394905,1,1,2.302585092994046,0,0,6.7190131543852605,1
1,3.521347982792617,1.252762968495368,1,1,1,2,1.3217558399823195,1,1,1.9459101490553132,0,0,7.636752112435779,1
1,3.188416617383492,0.9162907318741551,1,1,9,3,1.2163953243244932,1,1,1.3862943611198906,1,0,6.368187186350493,1
0,3.7215886285236413,2.1447610078004784,0,0,9,2,2.1972245773362196,1,1,2.70805020110221,0,0,7.741099090035365,1
0,3.449987545831587,2.0149030205422647,1,1,0,0,1.6094379124341003,1,1,2.0794415416798357,1,0,8.028129059431759,1
0,3.985830932572866,2.772588722239781,1,1,0,3,1.8718021769015913,1,1,2.70805020110221,0,0,7.696667081526462,1
0,3.864302269216734,0.37843643572024505,1,1,1,2,0.34712953109520095,1,1,2.4849066497880004,1,0,1.9459101490553132,1
0,4.083115080270552,2.3978952727983707,1,1,9,3,1.6094379124341003,1,1,2.70805020110221,0,0,7.3796321526095525,1
1,3.6462328793924637,2.0149030205422647,1,1,8,2,1.6582280766035324,1,1,2.5649493574615367,1,0,0.0,1
1,3.1813816204406202,1.252762968495368,1,1,0,3,0.7347688552507647,1,1,2.4849066497880004,1,0,7.68937110752969,1
1,3.518980417318539,0.9162907318741551,1,1,1,2,1.8718021769015913,1,1,1.3862943611198906,1,0,0.0,1
0,3.1210424645194377,2.5257286443082556,0,0,6,1,0.0,1,1,2.4849066497880004,1,0,0.0,1
0,3.3843902633457743,1.3962446919730587,0,0,12,2,1.264126727145683,1,1,0.6931471805599453,0,0,0.0,1
0,4.2437698090420275,2.772588722239781,1,1,3,1,0.0,1,1,2.70805020110221,0,0,8.124743020385568,1
1,3.367295829986474,1.0986122886681098,1,1,7,2,1.641905102571602,1,1,1.0986122886681098,1,0,0.0,1
1,3.557631167503982,0.0769610411361284,0,0,8,0,0.03922071315328133,1,1,0.6931471805599453,1,0,7.601402334583733,1
1,3.3558512798952784,1.0986122886681098,1,1,12,2,0.6931471805599453,1,1,1.6094379124341003,0,0,8.92864037120195,1
1,3.8066624897703196,1.0986122886681098,1,1,8,3,1.0116009116784799,1,1,1.0986122886681098,1,0,2.772588722239781,1
1,3.261168737058452,0.9969486348916096,1,1,12,3,0.9802040576178078,1,1,0.6931471805599453,1,0,3.044522437723423,1
1,3.4965075614664802,1.0116009116784799,0,0,3,2,0.03922071315328133,1,0,0.0,1,0,0.0,1
0,4.120337142496354,2.8622008809294686,1,1,9,3,2.4849066497880004,1,0,0.0,1,0,9.26501793326688,1
0,3.7336137854541067,2.3978952727983707,1,1,9,2,1.0116009116784799,1,0,0.0,0,0,6.731018100482083,1
1,3.0120976276402556,2.3513752571634776,1,1,9,3,0.6931471805599453,1,0,0.0,1,0,5.993961427306569,1
0,3.506457892319648,0.43178241642553783,1,1,1,3,0.03922071315328133,1,0,0.0,0,0,9.321702839829644,1
1,3.62886402170395,1.4469189829363254,1,1,9,2,2.302585092994046,1,0,0.0,1,0,6.461468176353717,1
1,3.6506582412937387,0.7537718023763802,0,0,2,3,0.9162907318741551,0,0,0.0,1,0,0.0,1
0,3.261168737058452,1.264126727145683,0,0,1,3,0.22314355131420976,1,0,0.0,1,0,0.0,1
1,3.745496054532832,0.0,1,1,0,0,2.772588722239781,1,0,0.0,0,0,0.0,1
1,4.04305126783455,2.6026896854443837,1,1,7,2,2.1972245773362196,1,0,0.0,1,0,7.615298339825815,1
0,3.928486731458811,2.679993603319685,1,1,7,2,2.2512917986064953,1,0,0.0,1,0,0.0,1
1,3.164208423525893,2.4423470353692043,1,1,9,2,0.8480118911208606,1,0,0.0,0,0,0.0,1
1,3.332204510175204,0.9162907318741551,0,0,11,3,0.3184537311185346,1,0,0.0,1,0,6.97166860472579,1
1,3.258096538021482,2.6026896854443837,1,1,1,3,1.3862943611198906,1,0,0.0,1,2,0.0,1
0,3.2987954480440744,2.268511112660294,1,1,1,3,0.8816992871045359,1,0,0.0,0,0,5.017279836814924,1
0,2.9663034628631793,2.327277705584417,1,1,9,3,0.7929925155296614,1,1,1.6094379124341003,0,0,6.293419278846481,1
1,3.0525850851467737,2.2159372862683733,1,1,1,3,1.085189268335969,1,1,2.70805020110221,0,0,5.0689042022202315,1
1,3.885062823845363,0.2546422183735808,1,1,0,0,2.772588722239781,1,1,3.044522437723423,0,0,9.615872144528891,1
0,3.1023420086122493,1.204472679367587,1,1,5,0,0.4054651081081644,1,1,1.6094379124341003,0,2,0.0,1
0,3.075928815548268,1.3862943611198906,1,1,9,3,0.1527210870176639,1,1,1.3862943611198906,0,0,1.9459101490553132,1
0,4.06182137051654,3.0204248861443626,1,1,0,3,1.8718021769015913,1,1,2.0794415416798357,0,0,8.006700845440367,1
0,3.1535903581695717,1.8968699536306721,1,1,9,3,1.2767584740515836,1,1,2.0794415416798357,0,0,8.08886878916199,1
1,3.907010463604602,2.2512917986064953,1,1,0,2,2.6026896854443837,1,1,2.302585092994046,0,0,7.412160334945206,1
1,3.713572066704308,2.0149030205422647,1,1,1,0,1.5040773967762742,1,1,0.6931471805599453,0,0,6.2166061010848646,1
1,3.727619282429867,1.791759469228055,1,1,0,3,1.791759469228055,1,1,2.0794415416798357,0,0,8.028129059431759,1
0,3.3901364343027307,0.712949807856125,1,1,0,3,1.252762968495368,1,1,1.791759469228055,1,0,7.266128779556451,1
0,3.5287107019611152,1.7272209480904839,1,1,9,2,0.965080896043587,1,1,1.0986122886681098,0,0,0.0,1
1,3.1059310658520665,2.4423470353692043,1,1,0,3,1.3862943611198906,1,0,0.0,1,0,0.0,1
1,3.7612001156935624,0.18647956694261839,1,1,5,2,1.8123787564307907,1,0,0.0,0,0,0.0,1
1,3.7553691953827695,0.6729444732424258,1,1,12,3,1.252762968495368,1,0,0.0,0,0,6.398594934535208,1
1,3.164208423525893,0.9497255079603925,0,0,11,3,1.4073217283119661,1,1,1.9459101490553132,0,0,0.0,1
1,3.56953269648137,1.6174060820832772,0,0,5,0,2.2512917986064953,1,1,2.0794415416798357,1,0,0.0,1
1,3.3758795736778655,1.7984040119467235,0,0,0,0,0.9162907318741551,1,1,2.1972245773362196,1,0,2.0794415416798357,1
1,3.5313480661272005,1.4267162756188059,0,0,12,3,1.4267162756188059,1,1,1.3862943611198906,1,0,0.0,1
1,3.895283681423848,2.1546649629174235,1,1,11,2,2.803360380906535,1,1,2.5649493574615367,0,0,6.673297967767653,1
1,3.3527071725017215,1.1118575154181303,0,0,1,3,1.0986122886681098,1,1,1.3862943611198906,1,0,6.329720905522696,1
1,3.160398895109225,2.4015250408489495,1,1,12,3,0.03922071315328133,1,1,2.302585092994046,0,0,5.983936280687191,1
0,3.2220707157647195,0.4054651081081644,1,1,9,2,0.8109302162163288,1,1,0.6931471805599453,0,0,6.520621127558696,1
0,3.745496054532832,0.6931471805599453,1,1,5,0,1.1786549963416462,1,0,0.0,1,0,5.707110264748875,1
1,3.251536607107749,1.3217558399823195,1,1,0,3,1.1786549963416462,1,1,1.9459101490553132,0,0,6.398594934535208,1
0,3.079613757534693,2.4203681286504293,1,1,9,3,0.5364933705145685,1,1,1.0986122886681098,1,0,0.0,1
1,3.6197972929264925,1.1394342831883648,0,0,11,3,0.08157998699242285,1,1,0.6931471805599453,0,0,7.08002649992259,1
0,3.595118074299462,2.5649493574615367,1,1,9,2,2.70805020110221,1,1,2.1972245773362196,0,0,8.79346036105272,1
0,4.284689401784925,0.0,1,1,0,3,0.0,0,0,0.0,0,1,0.0,1
1,3.3901364343027307,2.3355361931337315,1,1,9,2,1.8968699536306721,1,1,1.9459101490553132,0,0,5.1298987149230735,1
1,3.5882300459640066,1.252762968495368,1,1,7,3,1.7047480922384253,1,1,2.0794415416798357,0,0,7.147559271189454,1
1,3.7013019741124933,1.6582280766035324,1,1,0,0,2.0149030205422647,1,1,2.833213344056216,0,0,7.099201743553092,1
1,3.697095608885277,1.927891643552635,1,1,1,2,2.3978952727983707,1,1,2.70805020110221,1,0,0.0,1
1,3.231989464013584,2.031432322493475,0,0,2,3,1.8718021769015913,1,0,0.0,1,2,0.0,1
1,4.1121844803504315,2.740840023925201,1,1,4,1,2.9444389791664403,1,1,2.772588722239781,1,0,6.90875477931522,1
1,3.1813816204406202,2.5257286443082556,1,1,5,3,1.5040773967762742,1,1,2.302585092994046,0,0,6.610696044717759,1
1,3.3203487937988347,1.3110318766193436,0,0,1,3,1.8325814637483102,1,1,0.6931471805599453,0,0,0.0,1
1,3.895283681423848,1.5040773967762742,1,1,1,3,1.5040773967762742,1,0,0.0,0,2,0.0,1
1,3.741709067758469,1.6174060820832772,1,1,1,2,2.0794415416798357,1,1,2.1972245773362196,0,0,0.0,1
1,4.041646773221652,2.5257286443082556,1,1,4,1,1.791759469228055,1,1,1.791759469228055,0,0,9.08839870117094,1
1,4.005877580899771,2.3632097148104805,1,1,3,3,2.268511112660294,1,1,1.791759469228055,0,0,0.0,1
0,2.991724252156452,2.327277705584417,0,0,0,3,0.6931471805599453,1,1,1.6094379124341003,1,0,6.2166061010848646,1
0,3.9333930311643384,2.605648267484129,1,1,1,3,1.1908875647772805,1,1,1.3862943611198906,1,0,0.0,1
1,4.1959982159486,2.4849066497880004,1,1,3,1,3.044522437723423,1,1,2.0794415416798357,1,0,0.0,1
0,2.922085733385692,2.302585092994046,1,1,1,3,0.8649974374866045,1,0,0.0,1,0,0.0,1
0,2.9871959425317045,2.355177543113216,1,1,1,3,0.08157998699242285,1,0,0.0,0,0,0.0,1
0,3.657130755799356,1.8718021769015913,1,1,9,3,0.11778303565638346,1,0,0.0,1,0,0.0,1
1,3.188416617383492,1.6094379124341003,1,1,0,0,0.22314355131420976,1,0,0.0,1,0,0.0,1
1,2.94864066602014,1.8718021769015913,1,1,7,3,0.4054651081081644,1,0,0.0,0,0,0.0,1
0,3.1570004211501135,2.2470723830637866,0,0,12,3,1.2412685890696329,0,0,0.0,0,0,0.0,1
1,3.028683373693677,0.3184537311185346,1,1,9,3,1.0986122886681098,1,1,1.0986122886681098,1,0,0.0,1
1,3.138966441639899,2.4849066497880004,1,1,1,3,0.5098251234324072,1,0,0.0,0,0,0.0,1
1,3.264613716542055,1.5040773967762742,1,1,1,3,0.4855078157817008,1,1,2.0794415416798357,0,0,8.862200330487287,1
0,3.8799129515099127,1.3862943611198906,1,1,12,3,2.6996819514316934,1,1,1.0986122886681098,1,0,7.4413203897176174,1
1,3.5409593240373143,1.0116009116784799,1,1,12,2,1.7047480922384253,1,1,1.6094379124341003,1,0,6.754604099487962,1
1,3.3558512798952784,2.691243082785829,1,1,11,3,1.9095425048844386,1,0,0.0,1,0,6.2166061010848646,1
